Date	WHITBYCGS	PICKERINGA-G1	PICKERINGA-G3	PICKERINGB-G5	PICKERINGB-G6	PICKERINGB-G8	BECK1	BECK2	DECEWFALLS	GRAND VALLEY 3	GRANDWF	SUM	Humidity	Pressure	Temperature
7/7/2017 11:00	48	468	486	497	502	504	131	1231	70	1	3	3941	82	1009	19.89
7/7/2017 12:00	48	466	488	496	503	503	132	1141	71	4	6	3858	88	1009	20.74
7/7/2017 13:00	48	466	487	496	502	503	131	1365	71	3	59	4131	88	1009	21.55
7/7/2017 14:00	48	464	485	495	503	503	289	1382	71	1	78	4319	77	1009	23.16
7/7/2017 15:00	48	463	485	497	503	503	131	1239	70	2	105	4046	61	1008	23.96
7/7/2017 16:00	48	461	484	498	504	504	158	1187	70	7	101	4022	73	1008	24.18
7/7/2017 17:00	48	460	485	499	506	505	132	1007	70	11	99	3822	61	1008	25.15
7/7/2017 18:00	49	460	485	500	506	505	132	1021	70	6	90	3824	82	1008	24.2
7/7/2017 19:00	49	460	487	499	506	506	132	1108	70	1	69	3887	78	1007	25.78
7/7/2017 20:00	51	462	489	496	503	505	322	1362	70	1	55	4316	73	1007	26.37
7/7/2017 21:00	50	460	489	499	506	505	242	1230	70	0	13	4064	54	1006	26.94
7/7/2017 22:00	2	458	489	498	507	507	135	999	71	6	14	3686	65	1006	26.75
7/7/2017 23:00	0	459	489	501	508	507	228	1140	71	5	20	3928	78	1005	25.81
7/8/2017 0:00	0	460	491	501	489	507	140	881	70	8	14	3561	83	1006	24.01
7/8/2017 1:00	0	459	492	500	488	508	341	792	71	6	0	3657	83	1006	21.8
7/8/2017 2:00	0	459	492	502	508	507	142	1005	71	13	7	3706	88	1007	21.59
7/8/2017 3:00	0	459	491	502	507	508	103	1039	71	18	0	3698	73	1006	20.87
7/8/2017 4:00	0	458	492	502	508	508	83	1056	71	9	0	3687	82	1005	20.92
7/8/2017 5:00	0	457	498	503	508	508	83	1097	71	14	0	3739	88	1005	19.89
7/8/2017 6:00	0	456	498	503	508	508	83	1093	71	9	16	3745	93	1005	19.38
7/8/2017 7:00	0	456	499	501	509	508	83	1136	71	18	36	3817	93	1006	19.12
7/8/2017 8:00	0	455	504	503	508	508	83	1060	71	25	19	3736	82	1006	19.39
7/8/2017 9:00	0	456	506	503	508	508	83	1052	71	27	0	3714	82	1006	19.11
7/8/2017 10:00	0	454	506	504	509	508	83	1060	71	26	0	3721	82	1007	18.64
7/8/2017 11:00	0	454	505	503	509	507	83	993	71	23	0	3648	82	1006	18.14
7/8/2017 12:00	0	453	506	503	510	508	83	1011	70	17	0	3661	88	1007	18.15
7/8/2017 13:00	0	451	506	503	509	509	83	1016	71	14	3	3665	82	1008	18.16
7/8/2017 14:00	0	451	507	503	510	509	83	1013	71	19	12	3678	68	1008	19.55
7/8/2017 15:00	0	449	509	503	510	509	83	1034	71	23	52	3743	68	1009	20.55
7/8/2017 16:00	0	450	513	503	510	508	151	1165	71	20	47	3938	60	1009	20.94
7/8/2017 17:00	0	451	513	505	511	509	143	1206	71	23	48	3980	53	1010	21.75
7/8/2017 18:00	0	449	513	505	512	510	136	1116	71	20	68	3900	43	1010	22.55
7/8/2017 19:00	0	449	514	505	512	509	136	1187	71	12	55	3950	43	1011	22.96
7/8/2017 20:00	0	448	514	506	513	511	166	1216	71	13	50	4008	38	1011	23.15
7/8/2017 21:00	0	448	515	505	512	512	173	1082	71	16	32	3866	38	1011	23.34
7/8/2017 22:00	0	447	515	506	512	512	136	904	71	13	15	3631	38	1011	23.75
7/8/2017 23:00	0	446	514	504	513	512	136	832	70	24	4	3555	41	1011	23.34
7/9/2017 0:00	0	445	515	506	513	511	135	820	70	26	0	3541	38	1011	23.12
7/9/2017 1:00	0	444	514	506	513	511	135	863	70	32	30	3618	40	1012	22.14
7/9/2017 2:00	0	442	514	505	513	511	136	873	70	31	1	3596	40	1012	20.73
7/9/2017 3:00	0	441	514	503	512	510	135	892	71	4	0	3582	45	1013	19.38
7/9/2017 4:00	0	439	514	503	511	510	135	875	70	5	0	3562	52	1013	17.62
7/9/2017 5:00	0	438	513	504	511	510	135	953	71	10	0	3645	55	1013	16.36
7/9/2017 6:00	0	436	512	504	511	508	84	1045	70	6	0	3676	72	1014	15.62
7/9/2017 7:00	0	434	512	501	510	509	84	1010	70	19	8	3657	77	1014	15.1
7/9/2017 8:00	0	433	512	503	508	509	110	1001	71	18	15	3680	77	1014	15.11
7/9/2017 9:00	0	432	512	503	498	510	137	977	70	16	32	3687	77	1014	15.36
7/9/2017 10:00	0	431	512	501	498	510	137	1014	71	20	0	3694	77	1013	15.34
7/9/2017 11:00	0	430	513	496	505	509	137	1033	71	23	0	3717	77	1014	15.11
7/9/2017 12:00	0	430	512	500	510	509	136	993	71	18	0	3679	77	1014	17.15
7/9/2017 13:00	0	429	511	503	510	509	137	975	70	7	0	3651	82	1014	17.96
7/9/2017 14:00	0	427	511	503	509	509	137	980	70	5	0	3651	88	1015	18.38
7/9/2017 15:00	0	428	511	503	509	509	137	983	70	30	90	3770	82	1015	19.79
7/9/2017 16:00	0	428	511	502	509	507	137	1012	71	25	138	3840	77	1015	21.38
7/9/2017 17:00	0	428	511	503	510	509	137	1004	70	18	121	3811	73	1015	23.56
7/9/2017 18:00	0	428	511	503	510	509	136	979	70	24	101	3771	68	1014	23.97
7/9/2017 19:00	0	428	512	501	508	508	137	990	70	22	71	3747	50	1014	24.97
7/9/2017 20:00	0	429	512	503	509	509	135	930	70	15	62	3674	64	1013	25.58
7/9/2017 21:00	0	429	512	502	509	509	135	897	70	5	61	3629	68	1013	24.98
7/9/2017 22:00	0	429	512	502	510	509	136	850	70	10	25	3553	56	1013	24.75
7/9/2017 23:00	0	430	512	503	510	507	136	920	71	2	34	3625	68	1013	24.37
7/10/2017 0:00	0	431	513	503	509	509	136	949	70	1	78	3699	64	1013	23.97
7/10/2017 1:00	0	429	512	504	511	509	136	999	70	0	66	3736	72	1013	23.16
7/10/2017 2:00	0	431	513	504	512	510	136	944	70	1	40	3661	72	1013	22.35
7/10/2017 3:00	0	446	513	507	514	511	135	897	70	9	56	3658	68	1014	21.17
7/10/2017 4:00	0	451	515	507	514	512	135	970	70	18	78	3770	88	1015	20.21
7/10/2017 5:00	0	450	515	507	514	511	136	1024	71	18	83	3829	88	1015	19.42
7/10/2017 6:00	51	450	515	508	514	512	135	968	70	15	65	3803	93	1014	18.93
7/10/2017 7:00	51	450	514	508	515	513	139	950	70	11	56	3777	93	1014	18.42
7/10/2017 8:00	51	450	515	507	515	513	139	992	71	13	52	3818	93	1014	17.65
7/10/2017 9:00	51	450	515	503	514	511	147	1054	70	8	46	3869	93	1013	17.66
7/10/2017 10:00	50	449	514	507	514	512	310	985	70	5	37	3953	88	1013	17.89
7/10/2017 11:00	50	450	515	507	514	512	326	847	70	9	60	3860	93	1013	17.38
7/10/2017 12:00	50	461	514	506	514	510	303	786	70	8	72	3794	82	1013	18.96
7/10/2017 13:00	50	466	515	505	513	511	302	805	70	10	72	3819	88	1013	19.78
7/10/2017 14:00	50	461	512	504	511	510	301	785	70	5	3	3712	82	1013	20.58
7/10/2017 15:00	50	460	511	503	511	509	299	786	70	3	0	3702	79	1013	21.7670216
7/10/2017 16:00	51	460	511	504	511	508	304	835	70	0	5	3759	77	1013	23.19
7/10/2017 17:00	51	461	511	504	511	509	303	818	70	1	0	3739	73	1013	23.8122599
7/10/2017 18:00	51	462	512	504	511	509	304	825	70	4	0	3752	69	1013	24.56
7/10/2017 19:00	51	462	513	505	512	510	304	791	70	3	0	3721	73	1013	24.16
7/10/2017 20:00	51	464	514	506	513	511	145	1100	70	3	0	3877	77	1013	23.2495634
7/10/2017 21:00	52	465	514	504	513	510	158	1013	70	5	7	3811	83	1013	22.18
7/10/2017 22:00	52	480	515	507	514	512	140	908	70	9	15	3722	88	1012	22.17
7/10/2017 23:00	51	484	515	507	514	510	136	814	70	6	9	3616	88	1012	21.96
7/11/2017 0:00	51	483	515	506	514	512	135	913	70	7	11	3717	93	1012	21.56
7/11/2017 1:00	52	484	515	508	514	512	135	931	70	5	2	3728	93	1012	21.57
7/11/2017 2:00	53	484	515	508	514	512	135	991	70	3	15	3800	93	1012	20.96
7/11/2017 3:00	53	484	515	508	514	512	137	999	70	3	9	3804	93	1012	19.94
7/11/2017 4:00	54	483	516	508	514	511	300	1040	7	3	2	3938	93	1012	19.43
7/11/2017 5:00	53	481	514	508	514	512	164	998	0	0	0	3744	93	1012	18.91
7/11/2017 6:00	52	480	512	508	514	512	142	1046	0	0	0	3766	100	1012	18.44
7/11/2017 7:00	52	483	511	507	513	510	144	1011	0	0	0	3731	93	1012	17.65
7/11/2017 8:00	52	488	510	507	513	511	141	1030	0	0	0	3752	93	1011	17.15
7/11/2017 9:00	52	487	509	504	512	510	141	956	0	0	0	3671	100	1012	16.65
7/11/2017 10:00	52	484	509	504	511	510	144	1009	0	0	6	3729	100	1012	16.88
7/11/2017 11:00	51	484	508	502	510	509	139	1010	0	0	2	3715	100	1013	17.37
7/11/2017 12:00	51	484	509	502	510	507	149	991	0	0	8	3711	100	1013	18.14
7/11/2017 13:00	50	484	508	502	510	508	223	1021	0	1	10	3817	100	1013	19.18
7/11/2017 14:00	20	483	507	505	511	510	146	986	0	2	13	3683	100	1013	20.83
7/11/2017 15:00	49	485	509	507	512	512	353	1088	0	4	17	4036	100	1013	21.82
7/11/2017 16:00	49	487	510	508	513	512	365	1064	0	4	10	4022	93	1013	22.79
7/11/2017 17:00	49	488	511	508	513	512	254	1289	0	2	4	4130	88	1013	23.56
7/11/2017 18:00	50	488	512	508	513	512	142	1249	0	1	3	3978	83	1013	24.15
7/11/2017 19:00	50	489	512	507	512	511	317	1326	0	2	9	4235	69	1013	25.34
7/11/2017 20:00	50	490	513	507	512	511	360	1330	0	0	15	4288	65	1012	26.35
7/11/2017 21:00	50	493	514	507	512	510	337	1251	0	0	5	4179	65	1012	26.75
7/11/2017 22:00	50	494	513	507	512	510	245	1280	0	1	6	4118	69	1013	27.15
7/11/2017 23:00	51	492	515	506	511	510	146	995	0	1	7	3734	65	1012	26.75
7/12/2017 0:00	51	491	513	506	510	507	152	1025	0	3	8	3766	73	1012	26.16
7/12/2017 1:00	51	487	512	506	510	510	113	842	0	2	3	3536	78	1011	25.76
7/12/2017 2:00	51	488	512	505	510	509	124	814	0	0	8	3521	83	1013	23.8
7/12/2017 3:00	51	487	511	505	510	509	124	816	0	0	0	3513	83	1013	22.63
7/12/2017 4:00	52	490	512	505	511	507	124	798	0	2	0	3501	83	1013	22.37
7/12/2017 5:00	52	489	512	505	510	509	143	1020	0	5	7	3752	88	1013	21.61
7/12/2017 6:00	51	489	512	505	510	509	134	1039	0	5	22	3776	88	1013	20.63
7/12/2017 7:00	51	490	512	505	511	508	169	1185	0	3	40	3974	94	1013	20.38
7/12/2017 8:00	51	489	512	506	511	508	153	1101	0	0	20	3851	93	1013	19.9
7/12/2017 9:00	51	487	510	507	512	510	355	1180	0	0	28	4140	88	1013	19.61
7/12/2017 10:00	51	487	509	506	512	511	360	1216	0	0	28	4180	93	1014	19.41
7/12/2017 11:00	51	487	509	507	512	511	359	1201	0	1	27	4165	93	1014	18.15
7/12/2017 12:00	29	486	508	506	512	511	219	1117	0	3	67	3958	88	1014	20.35
7/12/2017 13:00	50	484	509	504	510	508	141	1091	0	10	76	3883	88	1014	22.17
7/12/2017 14:00	50	481	505	503	508	507	141	1105	0	12	50	3862	88	1015	23.38
7/12/2017 15:00	51	479	505	501	507	506	141	1107	0	5	57	3859	94	1014	24.19
7/12/2017 16:00	51	480	506	501	507	506	212	1183	0	14	43	4003	88	1015	25.02
7/12/2017 17:00	51	481	507	501	507	505	177	1148	0	6	19	3902	88	1014	25.19
7/12/2017 18:00	50	482	507	501	507	506	286	1245	0	4	23	4111	83	1014	24.99
7/12/2017 19:00	51	483	508	502	507	505	354	1226	0	8	43	4187	88	1014	24.99
7/12/2017 20:00	48	485	508	504	509	507	361	1095	0	2	79	4098	94	1013	24.63
7/12/2017 21:00	0	485	509	504	510	508	227	1072	0	2	90	3907	94	1014	23.56
7/12/2017 22:00	0	485	509	504	510	509	140	921	0	9	51	3638	94	1013	23.17
7/12/2017 23:00	0	484	508	504	509	508	138	961	0	12	11	3635	94	1013	23.4
7/13/2017 0:00	0	483	508	504	509	508	178	1094	0	8	24	3816	100	1013	23.39
7/13/2017 1:00	0	483	506	503	509	508	137	914	0	2	2	3564	94	1013	23.4
7/13/2017 2:00	0	484	508	502	507	506	135	986	0	0	0	3628	94	1013	22.81
7/13/2017 3:00	0	482	507	501	507	505	135	1152	0	0	0	3789	94	1013	21.89
7/13/2017 4:00	0	482	505	501	507	506	135	967	0	0	0	3603	94	1013	21.66
7/13/2017 5:00	0	481	505	501	507	505	134	1001	0	1	0	3635	94	1014	21.67
7/13/2017 6:00	0	482	507	501	507	506	134	906	0	16	0	3559	94	1013	20.4
7/13/2017 7:00	0	481	507	501	507	504	134	1018	0	8	3	3663	93	1014	19.9
7/13/2017 8:00	26	481	504	501	507	505	137	984	0	3	15	3663	93	1014	18.92
7/13/2017 9:00	55	481	504	501	507	506	136	1020	0	9	5	3724	93	1014	18.4
7/13/2017 10:00	55	480	505	500	506	505	137	973	0	8	0	3669	93	1015	17.63
7/13/2017 11:00	55	479	504	499	506	505	136	1030	0	9	2	3725	93	1016	16.65
7/13/2017 12:00	55	479	504	500	507	505	136	1024	0	9	3	3722	93	1016	16.98
7/13/2017 13:00	55	480	505	500	507	505	135	1109	0	9	0	3805	82	1015	16.54
7/13/2017 14:00	55	480	504	500	507	503	135	1112	0	11	0	3807	82	1017	16.37
7/13/2017 15:00	54	480	506	500	507	505	136	1096	0	12	0	3796	93	1017	16.17
7/13/2017 16:00	54	480	506	500	506	505	129	988	0	10	0	3678	87	1017	16.16
7/13/2017 17:00	54	480	506	499	506	504	128	996	0	7	0	3680	93	1017	16.36
7/13/2017 18:00	54	480	505	500	506	503	136	1019	0	6	4	3713	93	1017	16.8
7/13/2017 19:00	53	478	503	500	506	504	141	1003	0	9	6	3703	93	1017	17.25
7/13/2017 20:00	53	478	504	499	506	503	139	1006	0	8	5	3701	82	1016	17.76
7/13/2017 21:00	53	477	503	499	506	504	139	977	0	8	2	3668	100	1016	17.67
7/13/2017 22:00	53	478	504	499	506	504	132	897	0	12	0	3585	93	1017	17.75
7/13/2017 23:00	53	479	505	499	506	503	131	934	0	12	2	3624	93	1016	17.83
7/14/2017 0:00	53	480	506	499	506	503	132	979	0	9	3	3670	88	1016	17.79
7/14/2017 1:00	53	481	505	497	506	502	132	1004	0	6	3	3689	93	1016	17.79
7/14/2017 2:00	53	481	507	498	506	504	133	920	0	3	0	3605	88	1016	17.79
7/14/2017 3:00	53	482	507	499	507	503	132	1013	0	2	0	3698	100	1016	17.4
7/14/2017 4:00	53	481	508	499	507	504	144	1280	0	1	0	3977	88	1016	17.89
7/14/2017 5:00	53	483	508	499	507	504	216	1235	0	0	0	4005	88	1015	17.63
7/14/2017 6:00	53	482	507	499	507	504	306	1313	0	0	2	4173	93	1015	17.4
7/14/2017 7:00	52	482	507	499	507	504	95	1070	0	1	0	3717	93	1015	17.41
7/14/2017 8:00	52	482	507	499	506	504	134	995	0	3	1	3683	93	1014	17.65
7/14/2017 9:00	52	481	507	498	506	503	134	992	0	7	6	3686	93	1014	17.64
7/14/2017 10:00	52	480	505	499	507	503	134	1039	0	12	17	3748	88	1015	17.62
7/14/2017 11:00	51	478	504	499	507	505	188	977	0	16	17	3742	93	1015	17.66
7/14/2017 12:00	51	476	504	498	507	504	138	1027	0	13	5	3723	100	1014	18.15
7/14/2017 13:00	51	476	503	497	506	504	138	1018	0	18	27	3738	100	1015	18.15
7/14/2017 14:00	51	477	503	496	504	502	137	1074	0	22	51	3817	93	1014	18.74
7/14/2017 15:00	50	477	504	496	504	501	120	985	0	17	93	3747	93	1014	19.15
7/14/2017 16:00	50	478	506	495	504	500	45	1131	0	15	87	3811	83	1015	20.35
7/14/2017 17:00	49	479	507	496	505	502	48	984	0	17	51	3638	93	1014	20.8
7/14/2017 18:00	48	479	506	497	505	502	70	989	0	20	42	3658	88	1014	21.36
7/14/2017 19:00	49	479	506	497	505	500	143	971	0	18	19	3687	88	1014	23.37
7/14/2017 20:00	50	478	506	495	503	500	142	931	0	14	20	3639	78	1014	24.96
7/14/2017 21:00	50	479	506	495	503	501	141	1047	0	12	33	3767	65	1014	25.4
7/14/2017 22:00	50	480	503	498	504	501	145	959	0	11	38	3689	54	1013	25.76
7/14/2017 23:00	50	479	505	499	505	502	139	873	0	14	16	3582	57	1013	24.72
7/15/2017 0:00	51	480	505	497	505	502	138	985	0	14	25	3702	57	1013	23.94
7/15/2017 1:00	51	481	506	499	506	503	138	899	0	10	25	3618	64	1014	22.56
7/15/2017 2:00	51	480	505	499	506	503	125	966	0	13	16	3664	68	1014	21.14
7/15/2017 3:00	51	481	507	499	506	504	125	929	0	10	7	3619	64	1015	20.62
7/15/2017 4:00	51	481	506	499	506	504	125	960	0	4	0	3636	82	1015	19.66
7/15/2017 5:00	51	481	507	499	505	504	125	1007	0	4	12	3695	72	1015	19.15
7/15/2017 6:00	51	481	506	500	507	505	125	1089	0	5	12	3781	82	1015	18.91
7/15/2017 7:00	50	482	507	498	506	504	135	1062	0	4	9	3757	77	1015	18.64
7/15/2017 8:00	50	481	506	499	507	504	135	1070	0	3	3	3758	77	1015	18.38
7/15/2017 9:00	49	481	506	499	507	504	135	1129	0	2	1	3813	77	1015	18.39
7/15/2017 10:00	48	481	507	499	507	504	136	1101	0	2	0	3785	82	1016	18.14
7/15/2017 11:00	48	481	506	497	506	504	182	1271	8	4	7	4014	82	1016	18.41
7/15/2017 12:00	47	480	506	498	506	503	270	1314	63	6	20	4213	82	1016	18.54
7/15/2017 13:00	49	481	506	498	505	504	139	1102	72	8	36	3900	72	1016	19.13
7/15/2017 14:00	49	478	505	497	505	503	137	1075	72	5	56	3882	68	1016	20.33
7/15/2017 15:00	49	476	504	496	504	502	136	1115	72	7	48	3909	64	1016	21.53
7/15/2017 16:00	48	475	503	495	503	500	135	1093	72	10	63	3897	60	1016	23.15
7/15/2017 17:00	49	476	502	495	502	499	135	1071	72	17	55	3873	60	1016	24.14
7/15/2017 18:00	49	477	498	495	503	501	152	1337	72	14	45	4143	77	1016	24.37
7/15/2017 19:00	49	477	498	496	504	502	160	1249	72	4	34	4045	44	1015	24.92
7/15/2017 20:00	49	477	498	496	502	501	136	1068	72	4	14	3817	44	1015	25.33
7/15/2017 21:00	50	478	499	497	505	501	135	991	72	6	0	3734	69	1015	25.55
7/15/2017 22:00	50	479	499	496	505	503	134	871	72	8	0	3617	69	1014	25.95
7/15/2017 23:00	51	478	499	498	505	503	117	851	72	7	1	3582	73	1014	25.36
7/16/2017 0:00	51	479	499	496	506	503	92	927	70	17	0	3640	57	1013	25.93
7/16/2017 1:00	52	479	499	498	506	503	91	974	70	26	9	3707	47	1014	24.93
7/16/2017 2:00	52	479	499	497	504	504	92	951	70	25	30	3703	47	1014	23.12
7/16/2017 3:00	52	478	498	496	505	501	91	1000	71	25	9	3726	40	1014	21.37
7/16/2017 4:00	52	477	499	496	504	503	91	975	71	20	24	3712	43	1014	20.62
7/16/2017 5:00	52	478	499	496	504	502	129	860	71	10	15	3616	43	1014	19.84
7/16/2017 6:00	51	477	497	495	503	501	137	1034	71	7	23	3796	72	1014	18.12
7/16/2017 7:00	51	476	495	495	503	501	142	1148	71	2	30	3914	82	1014	18.38
7/16/2017 8:00	50	478	495	495	503	502	137	1069	71	0	15	3815	82	1014	17.87
7/16/2017 9:00	50	478	494	494	502	501	141	1143	71	1	48	3923	82	1014	17.61
7/16/2017 10:00	50	478	493	493	503	501	242	1260	71	1	55	4147	82	1014	17.36
7/16/2017 11:00	49	479	492	495	503	502	180	1232	71	0	61	4064	88	1014	17.36
7/16/2017 12:00	49	479	491	495	502	501	144	1077	71	0	86	3895	88	1014	18.95
7/16/2017 13:00	49	485	490	496	503	503	142	1077	71	0	93	3909	88	1014	20.57
7/16/2017 14:00	48	485	489	496	503	503	137	1044	71	0	71	3847	82	1014	21.97
7/16/2017 15:00	49	491	487	496	504	503	135	1056	71	0	40	3832	83	1014	23.56
7/16/2017 16:00	49	490	485	497	505	502	139	990	71	0	22	3750	64	1014	23.74
7/16/2017 17:00	50	491	487	497	505	503	137	975	71	1	16	3733	83	1014	24.02
7/16/2017 18:00	50	490	486	496	505	504	137	955	71	2	1	3697	78	1014	23.78
7/16/2017 19:00	51	488	485	498	506	503	137	980	71	4	0	3723	88	1013	24.23
7/16/2017 20:00	51	488	485	498	506	505	212	1073	71	4	0	3893	78	1013	24.79
7/16/2017 21:00	51	489	485	497	503	505	339	1275	71	3	0	4218	88	1014	23.43
7/16/2017 22:00	51	488	485	498	505	505	141	916	71	3	0	3663	83	1013	22.64
7/16/2017 23:00	51	488	485	497	505	504	133	1012	70	2	0	3747	83	1013	22.18
7/17/2017 0:00	51	490	484	497	504	500	131	859	71	1	0	3588	83	1013	21.54
7/17/2017 1:00	51	490	499	496	504	496	105	923	71	2	0	3637	94	1014	20.95
7/17/2017 2:00	51	491	500	495	503	495	96	982	71	1	0	3685	94	1014	20.55
7/17/2017 3:00	52	492	500	494	503	495	96	917	71	0	0	3620	100	1015	20.18
7/17/2017 4:00	52	491	501	494	503	494	96	932	71	0	0	3634	94	1014	20.15
7/17/2017 5:00	51	492	500	494	503	495	96	1017	71	0	0	3719	94	1014	19.9
7/17/2017 6:00	51	490	501	494	503	494	127	1116	71	0	2	3849	100	1015	19.92
7/17/2017 7:00	51	492	500	493	502	494	159	973	71	0	2	3737	93	1014	19.65
7/17/2017 8:00	51	492	499	493	501	494	171	963	71	0	4	3739	94	1014	19.66
7/17/2017 9:00	50	492	499	489	501	494	352	1092	71	0	4	4044	88	1014	19.64
7/17/2017 10:00	50	492	498	493	502	494	309	1046	71	0	12	3967	88	1014	19.63
7/17/2017 11:00	50	492	499	494	502	494	355	995	71	0	26	3978	88	1015	19.63
7/17/2017 12:00	50	492	499	494	502	497	207	982	71	1	52	3847	88	1015	19.5
7/17/2017 13:00	50	491	497	494	502	500	148	943	71	1	52	3749	93	1016	20.16
7/17/2017 14:00	38	490	497	493	502	500	160	1002	71	1	41	3795	94	1016	20.35
7/17/2017 15:00	0	490	497	492	501	498	354	1032	71	2	40	3977	83	1016	21.53
7/17/2017 16:00	0	491	495	492	500	497	359	1075	71	1	29	4010	83	1016	22.55
7/17/2017 17:00	12	490	498	491	500	498	358	1049	71	0	40	4007	88	1016	23.36
7/17/2017 18:00	50	491	499	490	499	497	359	1152	71	2	35	4145	69	1016	24.15
7/17/2017 19:00	50	491	499	489	498	496	361	1145	71	2	25	4127	83	1016	23.94
7/17/2017 20:00	51	491	496	490	498	497	302	1087	71	1	8	3992	83	1016	24.75
7/17/2017 21:00	51	490	495	492	501	499	238	1032	71	1	5	3875	78	1016	23.57
7/17/2017 22:00	51	490	496	493	502	500	251	1136	71	1	3	3994	83	1016	23.97
7/17/2017 23:00	52	489	497	493	502	499	222	1071	71	1	1	3898	83	1016	23.79
7/18/2017 0:00	52	490	497	493	501	499	186	964	71	0	2	3755	83	1016	23.38
7/18/2017 1:00	52	493	500	492	501	498	181	1089	71	0	4	3881	94	1016	22.98
7/18/2017 2:00	52	495	502	493	502	500	91	905	71	0	1	3612	88	1016	21.56
7/18/2017 3:00	52	494	502	493	503	500	91	819	71	0	0	3525	83	1017	20.87
7/18/2017 4:00	52	492	499	494	503	501	91	868	71	0	0	3571	88	1017	20.13
7/18/2017 5:00	52	495	500	495	503	499	213	1149	71	1	0	3978	94	1017	19.62
7/18/2017 6:00	51	495	502	494	503	501	336	1115	71	1	3	4072	94	1017	19.11
7/18/2017 7:00	50	495	501	494	503	500	342	1012	71	0	1	3969	83	1017	19.11
7/18/2017 8:00	49	495	502	493	503	500	357	1005	71	0	3	3978	88	1017	18.88
7/18/2017 9:00	49	494	501	492	502	500	181	971	70	0	6	3766	88	1017	18.37
7/18/2017 10:00	49	492	498	492	502	499	325	993	71	0	3	3924	93	1018	17.66
7/18/2017 11:00	49	491	497	491	501	499	306	996	71	0	11	3912	82	1018	17.62
7/18/2017 12:00	49	492	498	490	499	495	214	941	71	0	18	3767	82	1018	18.54
7/18/2017 13:00	48	492	497	488	496	495	200	1012	71	0	26	3825	77	1019	19.94
7/18/2017 14:00	48	491	496	487	497	494	222	983	71	0	29	3818	78	1019	21.75
7/18/2017 15:00	49	492	496	487	497	493	358	1014	70	1	23	3980	83	1019	23.15
7/18/2017 16:00	49	491	495	486	496	492	353	1085	71	2	23	4043	83	1019	23.57
7/18/2017 17:00	20	490	496	486	495	494	357	1221	70	3	21	4153	83	1019	24.37
7/18/2017 18:00	0	490	493	489	498	496	357	1316	71	4	16	4230	78	1019	25.37
7/18/2017 19:00	0	490	494	490	500	497	357	1276	71	4	11	4190	78	1019	25.37
7/18/2017 20:00	0	491	494	490	499	496	357	1306	71	3	2	4209	69	1018	26.37
7/18/2017 21:00	0	494	499	490	499	498	319	1230	70	2	0	4101	53	1018	26.36
7/18/2017 22:00	0	496	501	490	499	498	269	1058	71	20	0	3902	50	1017	26.56
7/18/2017 23:00	0	495	500	489	499	496	139	1048	71	25	0	3762	61	1017	26.35
7/19/2017 0:00	0	495	500	488	498	496	139	1093	71	22	0	3802	64	1017	25.95
7/19/2017 1:00	0	497	501	490	499	496	139	1063	71	30	0	3786	69	1017	24.94
7/19/2017 2:00	0	495	501	492	501	499	139	1124	71	17	0	3839	68	1017	22.74
7/19/2017 3:00	0	495	499	493	502	500	140	1017	71	7	0	3724	78	1017	22.64
7/19/2017 4:00	0	496	500	492	501	500	140	1006	71	16	0	3722	88	1018	21.64
7/19/2017 5:00	0	496	501	492	501	500	139	1032	71	20	8	3760	83	1018	20.89
7/19/2017 6:00	0	497	502	492	501	499	294	942	71	24	17	3839	88	1017	20.11
7/19/2017 7:00	0	498	501	492	501	500	330	1013	71	16	16	3938	83	1017	19.85
7/19/2017 8:00	0	498	502	492	500	499	275	1003	71	7	11	3858	88	1017	18.87
7/19/2017 9:00	0	496	500	492	500	499	322	1011	71	2	11	3904	94	1016	19.1
7/19/2017 10:00	0	494	498	490	500	498	359	1043	71	2	11	3966	88	1016	18.85
7/19/2017 11:00	0	494	499	489	498	496	361	1025	71	4	21	3958	88	1017	19.1
7/19/2017 12:00	0	494	499	490	499	497	362	995	71	7	24	3938	88	1017	19.95
7/19/2017 13:00	0	495	499	490	499	497	362	1021	71	7	29	3970	77	1017	21.35
7/19/2017 14:00	0	495	501	490	498	497	297	1022	71	12	56	3939	77	1017	22.77
7/19/2017 15:00	0	494	498	489	499	497	151	1060	71	11	70	3840	78	1017	24.56
7/19/2017 16:00	0	493	499	490	498	497	338	979	71	15	65	3945	78	1017	26.19
7/19/2017 17:00	0	495	501	490	498	498	296	1168	71	18	47	4082	78	1016	26.96
7/19/2017 18:00	0	496	501	490	499	498	346	1217	71	14	32	4164	69	1016	27.37
7/19/2017 19:00	0	497	502	492	501	499	248	1246	71	6	22	4084	69	1016	27.77
7/19/2017 20:00	0	498	502	493	502	499	296	1307	71	2	8	4178	65	1015	28.56
7/19/2017 21:00	0	498	501	494	502	500	180	1112	71	1	5	3864	57	1015	29.77
7/19/2017 22:00	0	497	503	494	502	501	298	1222	71	2	1	4091	58	1015	29.35
7/19/2017 23:00	0	498	503	494	502	501	260	1254	71	2	0	4085	58	1015	28.58
7/20/2017 0:00	0	497	503	494	503	501	143	1143	71	2	0	3857	55	1014	28.94
7/20/2017 1:00	0	497	503	494	503	485	143	989	70	1	0	3685	58	1015	27.34
7/20/2017 2:00	0	498	503	494	502	495	142	979	70	0	0	3683	61	1015	25.75
