WHITBYCGS	PICKERINGA-G1	PICKERINGA-G3	PICKERINGB-G5	PICKERINGB-G6	PICKERINGB-G8	BECK1	BECK2	DECEWFALLS	GRAND VALLEY 3	GRANDSF	GRANDWF	SUM	Humidity	Pressure	Temperature
56	349	472	0	516	501	134	933	0	0	0	8	3475	62	1015	287.15
56	349	472	0	516	501	134	917	0	0	0	10	3461	81	1015	286.37
56	354	472	0	516	501	133	938	0	0	0	7	3484	81	1014	285.96
56	354	471	0	515	499	133	1063	0	0	0	5	3608	62	1014	286.38
3	393	471	0	516	500	145	1106	0	0	0	1	3647	58	1013	285.9
0	432	470	0	516	501	137	850	0	0	0	0	3418	76	1014	285.98
0	435	470	0	516	501	123	1004	0	0	0	0	3562	66	1014	284.78
0	437	469	0	516	502	84	1013	0	0	0	0	3534	71	1013	284.12
0	436	465	0	517	503	84	967	0	0	0	0	3483	81	1013	284.12
0	434	463	0	517	503	85	918	0	0	0	0	3433	81	1013	284.91
0	436	460	0	517	502	85	980	0	0	0	0	3493	81	1013	284.67
0	436	460	0	517	503	93	1011	0	0	0	0	3531	76	1013	284.4
0	435	459	0	517	504	135	1038	0	0	9	0	3610	81	1013	284.42
0	435	458	0	517	503	136	1061	0	0	28	0	3651	71	1012	284.4
0	435	456	0	517	502	136	911	0	0	65	0	3534	81	1012	283.66
0	436	454	0	516	504	135	1067	0	0	86	0	3709	76	1012	283.63
0	435	454	0	508	504	135	1115	0	0	69	6	3739	81	1012	282.89
0	435	453	0	504	503	135	1081	0	1	64	16	3704	81	1012	283.14
0	442	452	0	515	503	135	1060	0	2	57	26	3702	81	1012	282.75
0	469	452	0	516	503	135	1079	0	2	66	24	3758	81	1012	283.16
0	467	451	0	515	502	135	1079	0	6	90	10	3767	81	1012	284.37
0	466	450	0	515	501	135	1108	0	4	65	19	3775	76	1012	284.76
0	466	449	0	514	501	134	1211	0	0	21	41	3849	81	1012	285.76
0	470	447	0	515	500	135	1098	0	1	8	66	3752	62	1011	286.36
0	470	446	0	515	501	135	1074	0	7	5	60	3725	62	1011	286.37
0	471	445	0	516	501	158	1198	0	7	1	59	3868	76	1010	286.79
0	471	444	0	513	501	182	1179	0	2	0	31	3835	82	1009	287.17
0	470	443	0	515	500	135	976	0	1	0	36	3588	81	1009	288.21
0	471	442	0	515	501	134	898	0	1	0	20	3494	87	1009	287.11
0	472	442	0	514	501	96	876	0	0	0	16	3429	87	1009	286.45
0	472	443	0	514	501	89	946	0	0	0	28	3505	87	1009	285.99
0	472	444	0	514	501	89	844	0	3	0	1	3380	87	1009	284.35
0	474	445	0	515	501	89	836	0	5	0	0	3375	87	1009	283.78
0	474	446	0	515	501	89	895	0	14	0	1	3447	87	1009	283.15
0	474	447	0	515	501	89	938	0	21	0	16	3513	93	1008	282.41
0	475	447	0	516	502	89	933	0	24	0	33	3529	100	1008	281.66
0	475	448	0	515	502	89	1032	0	2	6	36	3617	100	1008	280.89
0	475	447	0	515	501	88	1154	0	0	36	20	3748	93	1007	281.15
0	475	447	0	515	500	88	1124	0	0	72	15	3748	93	1007	280.17
0	474	447	0	514	502	88	1095	0	0	93	1	3724	93	1007	280.12
0	474	446	0	515	501	88	1176	0	0	70	0	3782	100	1006	279.71
0	472	446	0	514	499	88	1216	0	4	29	0	3780	93	1007	279.62
0	471	445	0	514	497	87	1226	0	4	0	0	3756	100	1007	281.54
0	472	444	0	514	497	90	1239	0	3	0	0	3812	87	1007	282.74
0	472	444	0	514	497	139	1251	0	4	0	0	3888	87	1007	284.8
0	471	443	0	514	495	139	1254	0	13	0	0	3967	81	1006	286.78
0	470	442	0	513	496	139	1262	0	25	0	0	4150	51	1005	288.32
0	472	443	0	514	498	138	1276	0	22	0	0	4291	54	1005	288.78
0	472	443	0	515	499	138	1231	0	26	1	0	4258	42	1005	289.14
0	472	444	0	515	498	138	1270	0	20	0	59	4348	54	1006	288.19
0	474	445	0	515	501	135	1202	0	20	0	98	4324	71	1007	286.43
0	474	445	0	515	501	133	940	0	21	0	45	4002	66	1007	287.19
0	474	445	0	516	501	133	900	0	16	0	18	3932	47	1008	287.34
0	474	445	0	516	501	133	872	0	18	0	0	3560	50	1008	286.96
0	474	462	0	517	503	121	815	0	21	0	0	3426	58	1009	285.55
0	475	466	0	516	504	82	910	0	15	0	0	3481	62	1010	284.55
0	475	466	0	517	504	82	869	0	15	0	0	3441	62	1011	283.94
0	475	465	0	517	504	82	929	0	22	0	0	3507	62	1012	284.14
0	476	465	0	517	504	82	1009	0	21	0	59	3646	62	1012	283.88
0	476	466	0	517	505	81	1065	0	18	1	29	3671	62	1013	283.9
0	475	465	0	517	505	127	1114	0	15	13	44	3788	62	1013	283.16
0	476	465	0	516	504	129	1093	0	15	43	30	3784	66	1013	282.41
0	476	465	0	517	504	129	1066	0	21	65	22	3778	70	1013	281.39
16	475	464	0	517	503	129	1074	0	24	64	0	3779	70	1013	281.39
55	476	465	0	517	504	129	1131	0	22	98	18	3929	66	1014	281.14
54	476	466	0	517	504	129	1089	0	19	92	0	3859	66	1014	280.9
52	476	466	0	517	504	136	1111	0	18	64	0	3858	66	1015	281.76
51	475	482	0	517	504	135	1078	0	14	77	0	3847	66	1015	283.15
51	475	481	0	527	504	133	1088	0	20	80	0	3872	58	1015	284.55
51	474	481	0	519	505	132	1149	0	8	79	0	3912	58	1015	286.15
51	475	480	0	516	503	132	1196	0	8	58	27	3960	51	1015	287.33
51	476	481	0	517	505	132	1225	0	5	28	24	3958	51	1015	288.54
51	474	481	0	517	505	131	1188	0	2	5	22	3890	51	1015	289.74
52	475	481	0	517	505	135	1150	0	1	0	17	3847	45	1015	291.15
53	475	481	0	517	505	250	1276	0	0	0	1	4072	48	1015	291.15
54	476	481	0	517	503	175	1161	0	1	0	4	3886	42	1015	291.95
55	475	489	0	516	505	132	916	0	0	0	3	3604	37	1014	291.95
56	476	489	0	517	506	131	818	0	0	0	0	3505	39	1015	292.15
55	475	491	0	517	506	131	820	0	0	0	0	3508	42	1015	290.95
56	476	491	0	516	504	134	843	0	0	0	0	3534	42	1015	289.53
56	476	491	0	517	506	134	856	0	0	0	0	3550	48	1016	287.92
57	476	490	0	517	506	134	893	0	0	0	0	3587	48	1016	287.12
56	475	490	0	516	505	134	953	0	0	0	0	3641	54	1016	285.88
56	476	490	0	517	505	133	1003	0	4	1	3	3701	71	1016	284.4
56	475	490	0	517	505	131	1193	0	6	5	0	3892	66	1016	284.39
56	475	489	0	517	504	131	1157	0	8	9	0	3859	58	1016	284.88
56	475	489	0	517	504	141	1225	0	17	9	1	3947	71	1016	283.66
56	475	489	0	517	502	145	1308	0	9	23	0	4035	76	1016	282.64
56	476	489	0	516	504	145	1263	0	9	16	0	3987	81	1016	282.13
56	475	481	0	515	504	145	1270	0	7	21	0	3987	81	1017	281.86
56	475	477	0	516	504	139	1218	0	11	45	0	3954	87	1018	282.54
56	476	478	0	516	504	138	1197	0	17	49	1	3945	76	1017	284.35
55	475	478	0	516	503	138	1200	0	5	95	0	3974	81	1018	285.38
55	475	479	0	516	503	251	1326	0	10	77	0	4206	81	1017	285.94
56	475	478	0	516	505	252	1323	0	18	56	0	4198	58	1017	286.76
56	474	479	0	517	505	252	1306	0	11	26	0	4202	93	1018	286.4
56	473	475	0	517	507	139	1231	0	9	5	0	3990	58	1017	286.78
56	473	475	0	516	506	136	1205	0	8	1	0	3969	72	1016	286.75
56	473	474	0	518	507	136	1125	0	13	0	0	3895	76	1016	287.57
56	473	474	0	517	507	140	995	0	18	0	4	3780	62	1015	289.19
56	472	472	0	517	507	135	1013	0	12	0	0	3784	54	1013	289.6
55	473	473	0	517	507	136	837	0	4	0	0	3531	71	1013	289.62
55	473	472	0	516	505	136	815	0	4	0	0	3488	62	1012	290.23
55	471	473	0	517	506	136	815	0	4	0	0	3489	76	1012	287.78
56	472	472	0	517	506	136	821	0	4	0	0	3497	71	1012	286.75
57	472	473	0	516	505	136	963	0	4	0	0	3638	62	1012	285.91
57	475	471	0	516	504	136	1013	0	19	0	0	3702	66	1011	285.42
56	489	471	0	516	504	136	977	0	21	0	0	3682	66	1011	285.41
56	488	472	0	516	504	135	1149	0	13	12	0	3857	71	1010	285.41
53	489	473	0	515	503	226	1298	0	20	28	0	4117	71	1010	284.92
53	489	473	0	515	503	232	1350	0	22	63	0	4211	76	1009	284.17
53	489	472	0	516	503	233	1281	0	25	84	0	4167	81	1009	283.4
52	489	474	0	515	503	240	1255	0	35	94	0	4168	93	1010	282.4
52	488	471	0	515	503	137	1282	0	36	83	8	4134	93	1010	282.4
51	487	468	0	514	503	134	1250	0	34	91	113	4213	87	1011	286.25
51	485	465	0	515	502	134	1264	0	34	95	118	4254	81	1011	289.03
51	484	462	0	514	501	134	1233	0	36	78	11	4177	76	1012	291.62
51	483	464	0	514	499	134	1218	0	36	61	66	4250	72	1011	294.8
50	486	466	0	515	499	134	1178	0	37	53	97	4237	77	1010	296.59
50	487	470	0	515	501	134	1181	0	35	25	4	4124	72	1009	297.98
50	487	473	0	515	501	129	1188	0	31	6	59	4162	77	1009	298.2
52	489	473	0	513	501	129	1085	0	28	1	82	4076	72	1009	298.8
53	489	475	0	515	500	128	995	0	30	0	89	3996	68	1009	299.59
54	489	475	0	515	502	130	938	0	35	0	58	3750	68	1009	300.2
53	489	474	0	512	504	130	916	0	33	0	2	3625	64	1008	300
53	490	472	0	509	506	129	900	0	29	0	0	3601	64	1009	300.21
53	490	473	0	510	506	129	808	0	4	0	0	3486	63	1008	299.61
53	490	474	0	515	507	129	806	0	4	0	0	3492	67	1008	298.4
53	490	474	0	517	507	129	842	0	4	0	0	3528	72	1008	296.17
52	491	473	0	517	506	130	820	0	4	0	0	3507	72	1008	295.16
51	491	473	0	516	507	130	874	0	6	0	0	3562	72	1008	294.4
51	490	474	0	510	507	129	941	0	29	0	0	3644	72	1008	293.63
51	489	474	0	509	506	128	1009	1	36	12	0	3728	77	1008	293.12
51	488	472	0	509	502	127	1127	2	33	27	0	3849	77	1008	292.61
50	487	469	0	507	501	129	1158	1	37	66	0	3915	77	1008	292.39
50	488	469	0	511	501	135	1134	0	38	88	0	3925	77	1008	292.64
50	488	469	0	514	501	135	1121	0	38	97	0	3924	82	1008	291.91
50	488	471	0	513	502	135	1135	2	39	96	0	3940	77	1008	291.92
51	489	473	0	514	501	136	1220	15	39	98	0	4048	82	1009	292.4
50	489	474	0	514	501	113	1184	48	38	98	0	4020	77	1008	294.4
51	488	473	0	513	501	100	1209	70	39	97	7	4059	72	1008	295.79
51	488	472	0	514	501	139	1149	70	39	81	131	4145	77	1008	297.02
51	486	469	0	514	499	139	1216	70	38	54	133	4180	72	1007	298.18
51	488	469	0	514	500	139	1123	70	35	26	134	4060	72	1007	299
49	488	471	0	514	500	138	1077	69	35	6	135	3993	40	1007	299.18
48	490	474	0	514	501	139	1012	70	28	1	137	3924	72	1006	299.4
49	491	475	0	515	503	87	1108	70	28	0	121	3959	63	1006	300.2
49	491	476	0	515	504	82	981	70	27	0	89	3797	60	1005	300
50	491	476	0	516	505	83	883	70	21	0	41	3649	39	1005	299.77
51	492	477	0	516	504	84	855	70	22	0	6	3590	68	1004	297.31
52	492	477	0	517	503	83	857	70	26	0	0	3590	57	1005	297.2
52	492	478	0	517	502	82	871	70	24	0	0	3600	83	1006	296.99
52	492	478	0	517	502	82	857	69	18	0	0	3579	57	1007	296.56
27	492	479	0	517	502	83	867	70	14	0	0	3564	56	1007	294.11
0	492	488	0	517	502	83	881	70	9	0	19	3574	56	1008	292.6
0	492	491	0	517	505	83	1006	70	20	2	4	3703	60	1009	291.58
9	492	490	0	517	506	83	989	70	30	14	26	3739	68	1009	290.36
57	492	490	0	517	506	82	1210	70	28	31	1	3997	68	1011	290.11
57	492	489	0	517	506	82	1200	70	17	62	0	4005	82	1011	288.89
56	492	489	0	527	506	82	1154	70	11	81	0	3981	76	1012	286.67
56	492	489	0	514	505	83	1065	70	12	96	2	3897	76	1014	284.51
56	491	489	0	503	507	86	1100	70	8	66	0	3889	76	1015	283.12
55	492	489	0	513	507	88	1048	70	11	40	0	3824	71	1016	283.17
55	492	488	0	517	507	88	1303	70	10	31	0	4074	87	1016	282.8
55	493	490	0	517	506	87	1187	70	9	22	0	3950	81	1018	283.02
54	493	490	0	516	507	87	1224	70	4	18	0	3976	66	1018	283.37
54	493	491	0	517	508	87	1240	70	5	33	0	4012	66	1018	284.14
54	493	491	0	517	508	86	1117	70	10	21	0	3881	71	1020	284.17
56	493	491	0	517	508	85	1128	70	11	4	19	3896	71	1020	284.37
56	493	491	0	518	508	86	1126	70	7	0	13	3882	62	1020	285.56
55	493	491	0	518	509	86	1046	70	14	0	13	3809	62	1020	286.36
56	493	491	0	517	508	86	972	70	16	0	11	3734	62	1021	286.95
3	493	492	0	516	507	86	940	70	13	0	0	3634	54	1020	287.35
0	493	491	0	518	508	86	921	70	31	0	0	3630	81	1020	286.39
0	492	491	0	517	509	86	906	70	20	0	0	3605	87	1020	286.37
0	493	491	0	517	508	86	908	70	4	0	0	3591	76	1021	285.77
0	492	490	0	517	508	86	922	70	4	0	0	3602	50	1022	285.75
0	490	487	0	517	507	86	896	70	4	0	0	3571	47	1022	284.9
0	490	486	0	517	506	86	905	70	4	0	0	3573	47	1023	284.65
0	491	487	0	517	507	86	917	70	4	1	0	3590	47	1023	284.65
0	491	487	0	516	507	86	939	70	16	10	0	3635	47	1023	283.89
0	490	486	0	516	507	86	1001	70	14	25	0	3708	60	1023	283.38
0	490	487	0	516	507	86	984	70	30	83	0	3763	43	1024	282.63
0	490	489	0	517	507	86	1068	70	30	73	0	3842	46	1025	281.63
0	491	509	0	517	506	86	1003	70	23	98	7	3822	61	1025	281.12
0	490	512	0	516	505	86	986	70	22	98	0	3797	67	1026	280.12
0	490	512	0	516	506	86	951	70	21	98	0	3762	67	1027	281.15
0	489	511	0	517	506	86	948	70	25	97	1	3762	57	1028	282.16
0	489	512	0	516	505	86	1042	70	6	84	1	3822	61	1028	282.97
0	488	511	0	516	501	87	1076	70	31	78	0	3870	61	1028	284.58
0	489	512	0	516	499	86	1019	69	32	54	0	3789	57	1028	285.18
0	488	512	0	516	500	87	1022	68	31	19	0	3755	62	1028	285.78
0	489	512	0	517	500	88	1032	67	29	7	0	3754	66	1028	285.78
0	489	511	0	517	500	87	937	67	36	1	0	3658	66	1028	286.17
0	489	512	0	517	500	85	934	67	36	0	0	3650	62	1028	287.18
0	489	512	0	516	494	86	936	67	28	0	0	3639	58	1027	287.78
0	489	512	0	516	494	84	847	67	7	0	0	3529	57	1026	287.58
0	489	512	0	516	493	83	848	67	24	0	0	3544	62	1026	287.18
0	489	511	0	516	493	83	855	67	38	0	0	3562	62	1025	286.78
0	489	511	0	516	492	83	880	67	25	0	0	3575	57	1025	286.18
0	485	512	0	516	492	83	929	67	27	0	0	3623	62	1024	285.97
0	471	511	0	514	488	83	917	67	37	0	0	3600	66	1024	285.49
0	470	512	0	514	487	83	870	67	33	0	0	3548	43	1024	285.92
0	470	511	0	516	487	83	871	67	24	0	0	3541	66	1023	285.69
0	468	511	0	516	487	85	859	67	35	4	10	3553	47	1023	285.62
0	468	511	0	514	487	86	946	68	32	5	16	3644	57	1023	285.41
0	467	511	0	515	486	86	1019	67	34	25	16	3738	62	1022	285.43
0	466	511	0	515	483	86	940	68	32	30	10	3650	66	1021	285.19
0	465	511	0	515	480	86	1009	67	19	29	10	3702	71	1021	284.68
0	464	512	0	515	480	86	982	68	17	15	2	3652	66	1020	284.7
0	464	511	0	515	479	85	1021	68	17	16	0	3687	81	1021	285.38
0	465	512	0	514	479	85	942	67	19	11	0	3605	87	1020	284.78
0	463	512	0	516	480	84	1049	68	16	11	2	3710	81	1020	284.56
0	461	511	0	516	479	83	1020	68	14	5	0	3668	87	1019	284.81
0	460	511	0	516	475	89	997	71	15	3	12	3660	81	1019	285.62
0	458	512	0	516	475	87	957	70	12	2	24	3625	81	1019	285.82
0	458	512	0	515	475	87	981	70	6	1	1	3618	87	1018	286.41
0	456	511	0	514	474	87	943	70	10	0	0	3577	93	1018	286.65
0	457	511	0	515	474	87	985	70	14	0	0	3625	93	1017	285.56
0	457	512	0	515	470	86	1094	71	4	0	0	3718	93	1016	285.17
0	456	511	0	515	468	87	993	73	18	0	0	3632	93	1015	285.18
0	455	511	0	515	469	87	966	73	7	0	0	3594	93	1015	285.17
0	456	510	0	515	469	86	929	73	4	0	1	3553	100	1015	285.15
0	456	512	0	515	469	86	977	73	12	0	0	3612	100	1014	286.02
0	456	512	0	515	469	87	936	73	8	0	0	3568	100	1014	286.21
0	456	512	0	513	467	86	992	73	4	0	0	3615	100	1014	285.65
0	456	511	0	515	461	87	1002	73	1	0	6	3624	100	1013	285.14
0	456	512	0	515	462	87	858	70	0	0	0	3471	100	1013	285.16
0	457	511	0	514	461	87	932	70	3	7	5	3558	100	1013	284.66
0	457	512	0	514	461	86	925	70	8	16	55	3615	93	1012	284.35
0	456	511	0	514	460	87	881	70	26	29	67	3612	93	1013	284.61
0	456	511	0	514	462	87	886	70	23	41	1	3563	100	1013	284.39
0	456	512	0	513	462	86	867	70	28	71	0	3577	100	1013	284.67
0	455	512	0	515	461	87	930	70	27	42	0	3610	93	1013	284.61
0	457	512	0	514	461	86	1154	70	10	26	0	3799	100	1013	285.36
0	457	511	0	514	461	231	1202	70	4	0	0	3961	93	1013	285.98
0	456	511	0	514	460	240	1222	70	4	0	0	3988	93	1013	286.65
0	455	512	0	512	458	294	1282	70	4	0	0	4097	77	1013	287.41
0	456	507	0	512	459	296	1272	70	31	0	0	4112	82	1013	288.62
0	456	499	0	513	459	145	1317	70	32	11	1	4012	76	1013	288.38
0	456	500	0	513	460	87	1035	70	24	8	106	3769	58	1014	287.96
0	457	499	0	513	459	85	960	70	12	1	83	3649	71	1013	288.17
0	456	499	0	511	458	85	922	70	7	0	68	3586	66	1013	288.18
0	456	500	0	512	459	85	983	70	8	0	50	3633	67	1013	288.57
0	456	500	0	513	460	85	889	70	15	0	55	3553	66	1013	288.77
0	456	499	0	513	461	74	871	70	20	0	4	3478	59	1013	289.35
0	456	499	0	514	461	35	898	70	22	0	36	3501	51	1013	289.11
0	456	499	0	514	462	34	905	70	6	0	1	3458	76	1014	287.75
0	456	499	0	513	462	34	1014	70	11	0	1	3572	81	1014	286.15
0	455	499	0	514	462	51	1002	70	10	0	23	3598	87	1015	285.14
0	455	499	0	514	462	85	876	70	11	0	58	3542	87	1015	284.63
30	456	499	0	514	463	85	977	70	21	2	61	3690	93	1014	283.42
57	456	499	0	515	463	84	1024	70	20	13	72	3785	93	1013	282.68
57	456	498	0	514	461	84	1185	70	13	37	51	3938	93	1014	281.94
57	455	498	0	519	462	83	1295	70	10	56	29	4044	87	1014	281.41
57	455	499	0	527	462	84	1114	70	13	76	25	3894	93	1013	280.87
57	455	510	0	514	462	175	1309	70	6	96	17	4183	87	1013	281.1
56	455	510	0	515	462	85	1063	70	6	98	14	3849	100	1013	281.42
55	455	510	0	514	461	84	1161	70	8	97	18	3950	93	1013	283.37
56	455	510	0	514	461	83	1312	70	9	97	11	4112	87	1013	284.77
55	454	510	0	513	460	84	1104	70	7	96	1	3900	81	1012	287.37
55	454	509	0	512	460	90	1187	70	2	79	0	3996	76	1012	290.17
13	453	508	0	513	459	86	1246	70	0	55	0	4013	71	1012	290.38
0	454	510	0	513	460	84	1014	70	0	21	0	3809	77	1012	291.77
0	454	509	0	513	460	116	955	70	0	7	0	3805	67	1011	292.97
0	454	508	0	513	459	138	929	70	0	1	1	3792	72	1010	293.39
0	460	510	0	512	458	140	930	70	5	0	11	3816	67	1009	293.86
0	466	510	0	513	458	140	978	69	6	0	28	3886	76	1008	293.56
0	465	510	0	512	458	136	836	70	7	0	17	3731	76	1008	293.04
0	465	510	0	514	458	85	914	70	10	0	6	3751	72	1008	292.47
0	464	510	0	513	459	85	935	70	12	0	7	3612	72	1008	291.78
0	466	510	0	513	459	85	937	70	12	0	0	3562	82	1008	290.78
0	467	511	0	513	459	85	937	70	10	0	0	3563	76	1007	289.96
0	468	511	0	514	460	85	887	70	9	0	1	3516	76	1008	289.43
0	468	511	0	514	460	85	921	67	13	0	7	3557	87	1008	289.19
0	468	510	0	514	460	133	922	64	17	0	7	3606	76	1007	287.91
0	468	511	0	514	460	136	1017	64	13	14	7	3715	76	1007	287.15
0	468	510	0	513	460	136	953	64	12	28	2	3657	72	1006	286.87
0	467	510	0	514	459	136	1009	64	11	44	1	3726	71	1006	286.62
0	466	509	0	515	460	136	1037	64	10	48	0	3755	67	1006	286.36
0	465	509	0	514	461	77	1073	64	18	58	0	3750	67	1005	286.37
0	465	508	0	513	459	63	967	64	25	44	0	3619	67	1005	285.86
46	465	509	0	514	460	116	991	64	25	44	0	3745	72	1006	286.73
51	465	509	0	514	460	136	950	64	23	67	0	3748	67	1005	288.32
51	465	510	0	514	460	136	874	64	15	73	1	3674	67	1005	289.56
51	465	508	0	514	460	136	1032	64	13	50	6	3809	72	1006	291.41
51	465	509	0	514	460	135	1061	64	17	10	6	3802	76	1006	292.01
51	465	510	0	514	460	136	945	64	12	12	6	3686	63	1005	292.57
51	465	502	0	514	459	136	1026	66	13	3	1	3747	67	1004	293.36
51	465	498	0	512	459	135	1189	67	10	0	1	3896	63	1004	293.36
52	464	497	0	514	459	135	945	72	21	0	15	3684	63	1004	293.77
52	465	497	0	514	459	136	947	72	16	0	10	3678	63	1004	293.77
53	465	498	0	514	459	135	873	72	5	0	0	3583	59	1003	293.78
54	465	498	0	514	459	86	839	72	4	0	0	3502	55	1003	293.16
55	477	497	0	512	459	86	870	72	4	0	0	3543	63	1003	292.61
56	477	498	0	514	459	86	844	72	10	0	0	3526	67	1003	291.82
56	476	498	0	514	459	86	843	72	4	0	0	3518	71	1003	291.19
57	476	497	0	513	459	86	846	72	4	0	0	3521	81	1003	290.68
57	477	497	0	514	459	86	867	72	31	0	19	3589	76	1003	290.51
57	477	498	0	514	459	85	978	72	22	0	9	3681	76	1003	289.22
56	477	497	0	514	460	135	1087	72	30	0	24	3863	81	1003	288.24
56	476	495	0	513	458	136	1102	72	32	1	25	3876	87	1003	287.73
57	476	494	0	512	457	136	1022	72	30	4	16	3786	93	1003	286.93
57	476	493	0	513	459	136	992	72	30	7	10	3756	93	1002	286.15
57	475	492	0	513	458	137	892	72	30	6	8	3651	93	1002	285.91
57	474	491	0	513	458	145	855	72	28	15	13	3632	100	1002	285.7
57	473	489	0	512	457	145	1002	72	28	25	15	3783	93	1002	286.18
57	474	489	0	512	457	189	941	72	7	30	1	3739	100	1002	285.81
57	474	488	0	512	457	190	985	72	26	61	1	3833	100	1002	285.61
56	475	488	0	512	456	190	1040	72	21	45	2	3865	93	1002	285.79
56	474	487	0	511	455	190	1070	72	14	23	1	3863	93	1001	285.59
56	475	488	0	512	457	190	886	72	8	8	2	3661	93	1001	284.98
56	475	489	0	513	458	145	1009	72	6	5	0	3738	93	1000	284.98
56	480	488	0	513	458	144	981	72	1	0	1	3702	93	1000	284.97
56	487	489	0	511	458	144	1016	72	1	0	3	3747	100	999	285
56	487	489	0	513	457	144	986	72	0	0	0	3715	100	999	284.77
56	486	488	0	513	458	144	841	72	0	0	0	3569	93	999	285
56	487	489	0	513	458	145	902	72	1	0	3	3634	93	999	285.39
56	486	489	0	513	456	145	968	72	2	0	4	3701	93	999	285.61
56	485	489	0	513	457	145	834	72	3	0	6	3570	100	1000	285.8
56	487	489	0	513	457	145	817	72	2	0	7	3555	100	1000	285.59
55	487	489	0	513	457	144	794	72	0	0	11	3532	100	1000	285.19
56	487	490	0	511	456	145	918	72	2	0	7	3652	100	1000	285.2
55	488	489	0	513	457	145	989	72	2	0	7	3727	100	1001	285.44
55	488	490	0	513	458	170	1176	72	2	8	12	3954	100	1001	285.44
54	488	490	0	513	458	136	1099	72	3	17	13	3854	100	1001	285.45
54	488	490	0	513	458	135	1104	72	3	30	20	3877	100	1001	285.7
53	489	500	0	513	458	134	1209	72	3	30	26	3996	100	1002	285.68
53	488	509	0	513	457	134	1128	72	4	65	20	3953	93	1002	285.65
52	489	511	0	514	456	140	1083	72	5	57	9	3897	100	1003	285.92
52	489	511	0	514	457	143	1115	72	5	72	17	3958	93	1004	286.5
54	488	511	0	514	457	143	1066	72	7	61	3	3887	87	1004	286.5
54	489	511	0	513	457	143	1077	72	7	13	0	3847	77	1005	287.68
54	489	511	0	513	457	188	1086	72	10	4	0	3895	82	1006	288.75
55	489	510	0	513	457	188	1127	72	9	17	30	3978	72	1006	289.54
55	489	510	0	513	465	188	1078	72	9	6	4	3898	82	1006	289.96
56	489	510	0	513	468	136	1174	72	5	3	10	3945	87	1006	290.19
55	489	511	0	511	467	146	1156	72	3	0	11	3932	63	1007	289.34
53	483	511	0	513	468	159	1078	72	3	0	16	3867	72	1007	290.11
53	472	511	0	514	468	141	985	72	3	0	8	3738	72	1007	290.74
3	471	511	0	514	469	141	996	72	3	0	12	3703	77	1008	290.38
0	469	511	0	514	469	140	829	72	2	0	8	3525	77	1008	289.95
0	466	511	0	514	470	139	784	72	1	0	4	3473	82	1009	289.57
0	466	511	0	513	470	140	791	72	1	0	6	3481	82	1010	288.56
0	466	511	0	513	470	140	864	72	1	0	6	3554	87	1010	288.94
0	467	511	0	513	468	139	967	72	0	0	2	3649	82	1011	288.39
0	466	511	0	513	470	139	940	72	0	0	0	3621	93	1011	287.42
0	466	511	0	514	477	140	871	71	0	1	0	3560	93	1011	287.15
0	466	510	0	514	482	185	1073	72	0	16	0	3829	93	1011	287.15
0	466	510	0	514	482	281	1149	72	0	29	0	4014	93	1012	286.14
0	465	511	0	513	481	185	1127	72	0	41	0	3904	93	1012	286.14
0	465	511	0	514	482	249	1148	72	0	62	0	4014	93	1012	286.64
0	464	508	0	514	482	280	1223	72	0	62	0	4117	93	1012	286.4
0	463	510	0	514	482	191	1217	72	0	36	0	3997	93	1012	286.64
0	463	509	0	514	478	143	1154	72	0	22	1	3865	87	1012	287.15
0	464	509	0	513	476	143	1141	72	0	46	1	3876	82	1012	288.14
0	463	509	0	512	476	141	1059	72	0	61	0	3804	93	1013	288.75
0	463	509	0	513	476	142	1109	71	0	67	0	3861	100	1013	288.98
0	462	509	0	513	476	141	1167	69	0	48	0	3894	87	1013	289.77
0	462	509	0	513	475	145	1218	69	0	28	0	3929	82	1013	289.97
0	461	509	0	512	474	141	1119	69	1	7	0	3802	87	1013	289.39
0	462	508	0	510	472	142	1009	69	4	1	0	3684	87	1013	289.99
0	461	508	0	511	473	142	1031	69	8	0	0	3712	82	1012	290.4
0	472	509	0	511	478	142	959	69	4	0	2	3654	87	1013	290.98
0	475	509	0	511	491	138	812	69	2	0	0	3516	87	1013	290.77
0	475	510	0	511	491	137	773	69	5	0	0	3480	93	1013	290
0	476	511	0	512	490	137	815	69	7	0	1	3526	93	1013	289.58
0	476	510	0	513	493	137	813	69	6	0	0	3527	93	1013	289.17
0	476	509	0	513	493	137	786	69	5	0	0	3499	93	1013	288.18
0	477	509	0	513	493	136	814	69	8	0	0	3530	93	1013	287.68
0	477	510	0	513	493	140	795	69	5	0	1	3511	93	1014	286.45
0	477	510	0	513	493	140	838	69	1	2	3	3556	100	1013	286.67
0	476	510	0	513	493	139	814	69	0	9	1	3535	93	1012	286.15
0	476	509	0	513	492	199	1135	70	2	40	6	3951	93	1012	285.41
0	475	508	0	512	493	290	1123	69	3	60	10	4052	100	1012	284.89
0	474	508	0	513	488	157	1079	68	5	84	7	3893	93	1012	285.13
0	474	508	0	512	486	138	1075	68	5	97	6	3880	93	1012	285.13
0	474	508	0	512	490	153	1153	68	7	82	1	3958	100	1012	283.88
0	474	508	0	512	493	146	1119	68	9	86	2	3926	93	1011	285.74
0	474	509	0	513	493	159	1127	68	9	90	0	3951	93	1012	287.15
