sum,Humidity,Pressure,Temperature
3914,33,1016,278.51
3882,22,1016,279.94
3923,29,1016,281.13
3822,60,1015,281.98
3917,60,1015,283.19
3922,45,1015,283.56
3858,52,1015,284.16
3881,65,1015,284.37
3913,65,1014,283.16
3882,70,1015,281.33
3825,75,1015,280.54
3921,81,1015,279.11
3912,86,1016,278.1
3831,86,1016,276.85
3789,80,1016,276.58
3798,75,1016,277.08
4074,80,1015,275.81
4081,80,1016,275.58
4108,86,1016,274.58
4154,87,1017,274.33
4065,69,1017,275.13
4124,60,1017,277.56
4123,56,1017,281
4111,79,1017,282.78
4082,79,1016,285.57
3858,57,1016,286.59
3858,57,1016,287.8
3836,54,1015,288.57
3847,54,1015,289.19
3799,54,1014,289.19
3874,54,1014,289.79
3816,47,1013,290.16
3875,70,1013,289.2
3885,70,1013,287.19
3865,75,1013,284.77
3845,70,1013,282.9
3938,70,1013,281.34
3951,61,1013,281.59
3893,65,1013,281.1
3933,65,1013,280.59
3915,65,1013,280.85
3925,65,1012,280.85
3939,66,1012,282.09
3981,70,1012,282.14
4053,66,1012,283.39
3979,75,1012,284.23
3918,36,1012,287.56
3943,66,1012,289.62
3953,62,1012,291.29
3979,62,1012,292.41
4003,40,1011,292.55
4147,67,1012,293.39
3920,77,1011,290.92
3727,77,1012,290.43
3659,81,1013,290.62
3639,76,1013,292.01
3654,71,1013,292.42
3772,67,1013,291.17
3673,76,1014,290.08
3778,68,1014,288.66
3757,93,1014,288
3916,93,1014,287.53
4038,93,1014,286.55
3938,93,1013,286.49
4021,93,1014,285.99
4038,93,1014,285.64
4026,77,1014,286.19
4007,93,1015,286
3909,93,1016,286.97
3915,81,1017,283.99
3902,87,1018,284.84
3916,87,1017,285.61
3947,93,1017,285.82
3883,77,1017,287.79
3891,87,1017,288.6
3911,72,1017,288.73
3925,82,1017,289.41
3940,87,1016,288.67
3826,87,1016,289.23
3864,82,1016,289.01
3745,93,1016,288.3
3744,93,1017,287.83
3691,87,1019,285.4
3606,76,1020,283.36
3738,87,1020,282.9
3788,71,1021,282.4
3810,71,1021,282.39
4090,81,1020,281.4
3954,66,1021,280.9
3936,75,1021,279.66
3864,65,1022,279.14
3759,65,1023,278.88
3771,80,1023,278.55
3824,70,1025,278.36
3873,70,1025,278.76
3893,70,1025,279.16
4038,82,1025,279.54
3939,61,1026,280.13
3910,65,1025,281.15
4057,61,1026,281.36
3994,66,1026,281.36
4224,65,1026,280.97
3744,61,1026,280.57
3647,52,1027,280.36
3590,61,1027,280.15
3693,56,1028,278.94
3662,56,1029,278.94
3573,56,1030,278.14
3702,60,1030,277.66
3820,69,1030,276.91
3686,69,1031,275.88
3695,64,1030,275.63
3693,74,1036,274.8492944
3772,70,1036,275.3552847
3803,84,1045,274.241
3783,82,1045,274.573
3718,82,1045,276.986
3731,79,1046,276.6243333
3735,79,1046,278.3436667
3799,80,1034,280.78
3888,79,1033,282.18
3899,37,1032,282.77
3819,77,1032,283.37
3739,65,1031,283.75
3762,61,1031,284.75
3774,65,1030,284.58
3636,61,1029,284.77
3504,61,1029,284.37
3505,49,1029,284.16
3526,45,1029,282.74
3556,56,1029,281.15
3570,49,1029,280.85
3560,49,1029,279.83
3563,52,1029,278.09
3598,52,1029,278.05
3747,52,1029,278.37
3765,36,1029,278.36
3805,29,1029,278.09
3766,45,1029,277.85
3690,48,1029,277.34
3643,60,1030,276.73
3608,56,1030,278.74
3684,45,1030,280.95
3690,45,1030,282.35
3886,49,1031,284.16
3726,35,1029,284.5
3595,61,1030,284.56
3596,61,1029,285.37
3582,26,1028,286.56
3603,40,1028,286.75
3598,22,1027,286.35
3590,61,1027,286.36
3584,61,1027,284.98
3593,61,1027,283.35
3670,52,1026,281.93
3654,63,1027,281.38
3721,52,1026,280.64
3688,49,1026,279.62
3647,45,1025,278.84
3713,42,1024,278.87
3962,42,1024,278.89
3883,49,1023,279.14
3972,56,1022,278.65
4086,56,1022,278.65
3956,56,1022,278.72
3966,65,1021,279.94
4102,65,1021,281.15
4170,65,1020,280.37
4161,81,1020,279.97
4001,93,1018,279.57
3727,93,1017,280.58
3763,100,1016,281.47
3751,81,1016,284.08
3675,81,1014,286.06
3620,81,1013,287.86
3587,81,1013,288.64
3595,87,1012,288.45
3587,93,1011,286.85
3571,87,1011,286.45
3579,93,1011,284.4
3600,93,1011,285.85
3704,81,1010,286.38
3667,81,1010,286.37
4116,76,1009,287.61
4162,81,1009,288.13
3983,81,1009,287.86
4111,63,1008,287.52
4103,81,1009,286.46
4199,67,1008,287.54
4071,81,1008,289
4170,59,1007,289.93
4094,71,1007,290.77
4089,71,1005,292.28
4075,71,1006,292.39
3820,52,1006,294.35
3827,63,1006,293.78
3810,64,1007,294.41
3817,60,1007,294.19
3672,64,1007,293.36
3603,64,1008,293.36
3605,60,1008,293.15
3628,68,1009,290.2
3609,93,1012,288.07
3813,77,1011,286.12
3793,81,1012,284.65
3734,81,1014,283.39
3851,81,1014,283.39
3801,71,1014,283.37
3844,57,1014,282.62
3970,57,1014,281.86
4006,57,1015,281.37
4109,86,1017,279.44
3952,75,1017,279.36
3878,70,1018,279.78
3942,75,1019,280.18
4051,66,1020,280.96
4004,61,1020,281.95
3934,65,1020,282.59
4025,62,1021,282.55
3837,62,1021,283.95
3840,66,1021,284.19
3854,66,1021,284
3831,64,1015,283.704
3686,61,1022,282.77
3691,57,1022,281.36
3558,60,1017,280.634
3607,66,1019,277.556
3592,66,1019,277.556
3593,66,1019,277.556
3671,71,1020,276.193
3830,71,1020,276.193
3748,71,1020,276.193
3786,69,1028,273.88
3886,64,1028,273.61
3960,64,1029,273.36
3933,74,1029,272.86
4065,80,1030,273.54
4020,74,1030,275.36
3939,69,1031,276.57
3931,77,1031,277.77
3999,77,1031,278.79
3990,74,1031,279.38
3914,74,1031,279.4
3855,75,1030,279.58
3919,67,1029,280.36
3879,67,1029,280.96
3817,67,1028,280.77
3679,62,1028,280.59
3628,65,1027,279.38
3671,69,1026,278.59
3763,65,1026,278.36
3697,65,1025,278.15
3728,65,1025,278.15
3791,60,1024,278.39
3945,60,1024,278.39
4021,70,1022,278.9
3899,75,1021,279.67
3886,75,1020,279.69
3935,81,1018,279.93
3999,87,1018,279.42
4056,87,1018,279.76
4046,81,1017,281.79
3838,87,1017,282.44
3891,81,1016,283.03
3865,87,1016,284.4
3853,81,1016,285.84
3929,87,1015,287.63
3836,93,1015,288.16
3840,82,1015,288.14
3800,93,1015,289.29
3716,93,1015,289.63
3680,59,1015,291.72
3674,55,1016,290.52
3753,55,1017,288.73
3827,62,1018,286.55
3735,66,1019,284.88
3680,71,1019,283.88
3617,66,1019,283.12
3839,71,1019,282.39
3895,71,1020,281.88
3953,76,1020,281.13
3942,81,1021,281.13
3935,81,1021,280.9
4019,81,1021,280.64
4040,81,1021,279.97
4030,87,1020,280.15
4041,87,1023,279.59
4045,86,1020,278.99
4011,93,1020,278.81
4013,93,1019,278.56
3878,86,1017,278.57
3807,87,1017,278.77
3823,93,1015,278.76
3876,87,1016,278.93
3644,93,1013,278.96
3678,93,1013,279.36
3656,93,1013,279.36
3669,93,1011,279.35
3609,93,1012,279.58
3633,100,1011,279.41
3716,93,1009,279.97
3760,93,1008,280.17
3837,93,1008,280.23
3800,100,1008,280.23
3933,100,1008,280.2
3800,100,1008,279.4
3806,100,1008,279.69
3862,93,1009,279.66
3852,100,1009,279.76
3944,100,1009,280.59
3926,100,1009,281.57
3809,100,1010,282.43
3775,93,1010,283.4
3834,76,1010,284.76
3864,76,1010,284.76
3795,66,1011,285.13
3911,58,1011,285.34
3843,58,1011,285.14
3583,62,1012,284.34
3563,57,1013,283.56
3551,61,1014,282.36
3599,66,1014,281.56
3556,70,1015,280.76
3595,70,1016,279.66
3592,75,1016,279.67
3596,70,1016,279.65
3784,80,1016,279.18
3718,81,1016,279.14
3878,80,1015,279.17
3889,81,1016,278.65
3692,80,1016,278.17
3662,80,1016,278.15
3661,70,1017,278.13
3676,88,1018,278.13
3721,85,1018,278.93
3776,65,1019,279.55
3774,61,1019,281.15
3842,57,1019,282.15
3786,50,1018,283.32
3820,66,1018,283.54
3697,81,1018,283.77
3708,54,1018,284.77
3539,70,1018,284.99
3583,75,1018,285.2
3620,75,1018,283.79
3677,66,1018,283.57
3619,50,1019,282.32
3610,70,1019,281.38
3638,43,1019,281.12
3548,65,1020,279.39
3682,65,1020,279.39
3720,70,1020,278.66
3806,73,1019,277.9
3826,56,1019,277.37
3798,73,1019,276.1
3741,86,1019,275.59
3756,86,1020,275.93
3770,81,1020,279.55
3719,76,1020,282.36
3810,70,1020,283.97
3864,81,1020,285.39
3876,76,1019,286.58
3800,71,1019,288.35
3716,66,1018,289.16
3851,54,1017,290.56
3660,51,1016,291.15
3574,58,1016,290.56
3491,62,1016,290.76
3494,66,1016,289.17
3518,71,1017,287.16
3511,58,1018,285.33
3570,50,1018,284.87
3591,50,1018,283.63
3706,57,1019,281.88
3901,57,1019,281.88
3917,61,1019,281.12
3942,66,1019,279.86
4073,61,1020,279.76
3878,61,1020,280.38
3920,75,1021,279.63
3975,87,1021,279.14
4088,81,1022,280.14
4227,75,1022,280.76
4131,75,1022,281.8
4158,75,1023,282.82
4159,70,1022,282.76
4122,70,1022,282.77
4158,70,1022,283.17
3853,70,1021,284
3717,65,1020,284.4
3635,65,1020,284.59
3633,65,1019,284.6
3649,65,1018,284.21
3664,65,1018,283.18
3689,65,1018,282.17
3653,75,1019,281.16
3710,75,1018,280.89
3714,81,1018,280.41
3742,81,1018,280.42
3745,81,1017,280.17
3867,81,1017,279.66
3880,75,1016,279.64
3908,75,1016,280.17
3899,75,1016,280.41
4008,65,1017,281.14
3871,81,1017,280.79
3954,93,1017,279.58
3974,93,1017,279.98
3841,93,1016,281.36
3764,100,1016,281.97
3756,93,1015,282.12
3807,93,1015,282.57
3792,93,1014,282.57
3806,93,1013,282.97
3707,87,1013,283.78
3661,81,1013,284.01
3596,93,1012,283.99
3595,87,1012,283.53
3571,87,1012,282.92
3584,87,1012,283.66
3632,87,1011,283.42
3806,87,1011,283.73
3869,87,1011,283.68
3886,87,1010,283.17
3932,87,1010,282.91
3930,87,1009,282.66
3897,81,1010,282.61
3968,87,1009,282.92
3989,87,1009,282.38
3952,93,1009,282.72
3915,93,1009,283.34
3916,93,1009,283.97
3970,87,1009,285.18
3978,93,1009,285.15
3933,93,1008,286.17
3903,87,1008,287.38
3795,87,1007,287.58
3894,72,1006,287.58
3828,87,1006,288.41
3840,87,1005,288.59
3800,87,1005,287.59
3777,93,1005,286.57
3778,82,1006,286.53
3777,87,1006,285.9
3825,93,1005,285.13
3865,87,1005,285.42
3843,87,1005,285.43
3874,93,1005,285.21
3933,93,1004,284.44
3942,93,1004,284.21
3968,93,1004,283.68
4023,93,1004,283.7
4054,87,1005,285.96
4038,87,1005,285.96
3963,82,1005,288.37
3973,87,1004,289.75
4227,82,1004,291.39
4195,82,1004,293.87
4137,87,1003,294.72
4143,77,1002,296.06
4128,77,1002,293.91
4176,77,1000,294.95
4088,77,999,295.8
3861,93,1002,292.76
3793,100,1002,290.17
3814,100,1003,289.9
3868,100,1004,288.68
3849,93,1004,287.68
3914,100,1005,286.92
3926,71,1008,287.2
3997,71,1008,286.14
3875,66,1009,285.14
3915,71,1010,284.39
3999,71,1012,284.14
4024,62,1012,283.9
3907,76,1013,282.39
4008,81,1014,282.36
4047,71,1015,284.15
3980,81,1015,284.38
4018,81,1016,284.97
3993,76,1016,285.36
3977,71,1016,286.56
3776,76,1016,287.39
3798,76,1016,288.41
3925,45,1015,288.95
3876,66,1015,289.58
3682,66,1015,290
3673,62,1016,289.38
3692,66,1015,288.98
3762,81,1014,287.77
3668,81,1015,287.16
3783,87,1014,286.42
3806,81,1014,286.15
3811,81,1015,286.15
3821,81,1014,285.65
3839,81,1015,285.65
3898,81,1014,285.16
3818,76,1015,284.42
3876,66,1015,282.15
3841,66,1016,280.65
3825,74,1017,280.56
3813,74,1018,280.37
3888,76,1019,280.97
3896,76,1020,281.15
3864,53,1020,282.15
3777,53,1020,283.74
3785,50,1020,284.53
3916,76,1021,284.76
3847,66,1022,285.17
3818,66,1022,285.38
3627,71,1021,284.38
3589,98,1022,284.16
3586,43,1022,283.36
3443,43,1023,282.15
3368,45,1024,281.36
3182,45,1025,280.88
3226,45,1024,280.88
3181,45,1025,280.88
3256,49,1024,280.88
3285,49,1024,280.63
3394,61,1023,280.39
3316,56,1023,279.66
3325,83,1023,278.89
3416,75,1024,277.66
3403,83,1025,277.37
3454,75,1023,277.13
3453,94,1023,277.15
3486,75,1024,277.34
3348,80,1022,277.55
3487,80,1022,278.36
3513,80,1019,278.8
3461,70,1018,279.76
3355,80,1018,279.99
3478,75,1017,280.8
3220,81,1016,281.27
3163,81,1016,279.74
3203,75,1016,280.13
3137,87,1014,279.93
3139,87,1015,279.34
3139,93,1014,278.92
3191,93,1013,278.15
3367,93,1012,278.15
3340,93,1012,278.41
3422,93,1009,278.65
3401,100,1011,279.39
3588,93,1009,279.64
3833,100,1007,279.69
3853,100,1007,279.67
3739,93,1007,280.12
3684,100,1008,280.77
3631,100,1007,281.14
3748,93,1006,281.95
3480,100,1005,282.16
3416,100,1003,282.6
3373,100,1002,283.78
3374,100,1002,283.99
3371,93,1000,285.81
3359,100,998,285.42
3354,93,997,286.37
3271,93,997,286.61
3251,93,997,286.4
3303,93,997,286.23
3177,72,998,286.22
3176,93,998,285.45
3245,87,999,285.16
3307,93,999,284.67
3320,87,999,283.9
3625,93,1000,282.63
3624,87,1000,282.39
3678,87,1000,282.16
3683,93,1000,281.67
3671,93,1000,281.4
3717,87,1000,282.37
3657,87,1000,282.97
3694,93,999,283.02
3623,87,999,282.58
3626,93,999,282.57
3397,87,999,282.58
3392,76,998,283.15
3443,81,1000,282.18
3341,81,1000,281.76
3287,76,1001,282.35
3191,76,1002,282.15
3168,81,1002,281.79
3162,76,1003,282.35
3185,76,1005,282.15
3289,75,1005,281.77
3337,75,1006,281.66
3283,65,1006,280.41
3409,75,1006,279.64
3350,75,1007,279.66
3314,75,1008,279.14
3379,65,1009,279.14
3393,80,1011,277.91
3339,70,1012,277.65
3438,90,1013,278.15
3638,75,1014,278.36
3730,70,1015,279.16
3648,56,1016,279.36
3616,82,1017,281.15
3668,82,1019,282.15
3527,50,1019,283.74
3325,57,1020,284.77
3351,61,1020,285.38
3372,32,1020,285.96
3308,44,1019,287.15
3316,66,1019,285.98
3231,50,1020,285.96
3143,66,1021,284.76
3145,57,1021,283.56
3146,61,1022,282.54
3154,61,1023,281.86
3253,67,1023,280.33
3316,43,1023,279.56
3441,49,1023,279.08
3406,49,1022,278.09
3380,52,1022,278.08
3426,75,1022,277.88
3616,70,1022,278.13
3734,52,1022,278.62
3674,86,1022,279.14
3756,86,1022,280.55
3819,65,1022,281.37
3734,75,1021,281.78
3609,70,1020,282.78
3634,53,1020,283.37
3757,75,1020,283.21
3634,87,1019,282.15
3660,87,1017,281.2
3588,93,1017,280.4
3544,93,1017,280.4
3579,93,1016,280.17
3643,100,1015,279.99
3634,93,1015,279.37
3634,100,1014,279.37
3622,93,1014,279.39
3745,93,1013,279.63
3778,93,1012,279.89
3880,100,1011,279.89
4089,93,1009,280.15
4107,93,1008,280.4
4107,93,1008,280.4
4209,100,1007,280.39
4091,100,1007,280.42
4100,93,1007,280.76
4008,93,1007,280.78
4025,93,1005,280.97
4051,93,1005,281.17
4062,87,1004,281.57
4051,93,1002,281.76
4078,100,1001,282.15
4173,93,1000,282.35
4138,93,1000,282.52
3881,93,999,282.53
3885,93,999,282.13
3794,93,999,281.7
3661,93,999,281.56
3700,93,998,281.16
3630,87,999,280.99
3674,87,998,280.69
3765,87,997,280.41
3773,87,996,280.14
4002,93,995,280.14
4270,93,996,279.42
4321,87,995,279.36
4287,87,995,279.38
4287,93,996,278.91
4280,93,995,278.65
4345,93,995,278.75
4352,81,995,279.32
4295,93,994,279.53
4342,87,994,279.93
4309,75,995,280.54
4402,76,995,280.74
4416,76,995,280.95
4443,87,995,280.97
4292,81,995,280.95
3938,87,996,280.37
3834,93,996,280.15
3724,93,995,279.54
3679,93,996,279.34
3610,75,998,278.72
3675,87,999,278.76
3676,87,999,278.37
3512,87,999,278.39
3833,87,1000,278.62
4135,81,1000,278.37
4107,81,1000,278.11
4078,75,1001,277.89
4069,80,1002,277.11
4020,80,1001,277.15
4107,80,1002,277.15
4068,80,1003,277.36
3973,80,1003,277.95
3943,75,1004,278.15
3959,84,1004,278.56
3990,56,1006,279.75
3973,79,1006,279.95
3883,52,1006,280.35
3861,57,1006,281.94
3784,53,1007,282.73
3691,50,1007,282.73
3712,68,1007,282.54
3626,65,1008,282.34
3590,39,1009,281.94
3607,39,1010,281.73
3672,42,1011,280.52
3675,68,1011,280.12
3760,45,1012,279.37
3792,52,1012,278.88
3899,52,1012,278.37
4198,52,1012,278.11
4435,69,1012,276.67
4478,69,1012,275.63
4509,60,1012,275.35
4449,69,1013,274.86
4412,69,1013,275.94
4465,81,1014,278.15
4433,75,1014,279.15
4402,48,1013,280.15
4264,36,1013,281.33
3948,36,1012,282.16
3975,37,1013,283.15
3905,37,1013,283.74
3802,34,1013,284.36
3430,32,1013,283.96
3126,34,1013,283.15
3106,32,1013,282.94
3060,34,1013,282.15
3047,34,1013,280.93
3046,36,1014,279.92
3131,39,1015,279.88
3257,39,1015,279.63
3618,39,1015,279.13
4144,39,1015,279.14
4004,56,1014,278.88
4274,52,1014,278.62
4236,70,1014,277.88
4270,52,1014,277.88
4342,52,1015,277.15
4524,56,1015,276.92
4505,90,1016,278.15
4684,84,1016,279.35
4413,65,1016,280.15
4390,65,1017,281.16
4335,65,1017,281.77
4172,85,1016,281.76
4218,61,1016,282.55
4042,65,1016,282.57
3370,40,1015,283.14
3092,66,1016,282.97
3084,75,1016,281.98
3069,81,1017,281.38
3053,75,1017,280.57
3061,75,1017,280.37
3071,75,1017,279.15
3171,75,1018,278.64
3225,75,1018,278.39
3488,75,1018,278.39
3508,75,1018,277.88
3711,75,1018,277.37
4271,75,1018,277.62
4360,80,1018,276.6
4360,80,1019,276.6
4398,75,1020,277.94
4346,75,1020,279.16
4395,70,1020,280.78
4436,81,1020,280.98
4469,75,1020,281.98
4400,75,1021,282.16
4500,65,1020,282.77
3867,66,1020,283.16
3648,66,1020,283.38
3527,66,1019,283.78
3425,57,1019,283.19
3144,70,1019,282.78
3230,61,1019,282.18
3231,61,1019,281.57
3239,57,1019,281.14
3229,57,1019,281.13
3328,57,1018,280.62
3600,65,1018,280.38
3562,65,1018,280.13
3806,65,1017,279.62
3779,61,1017,279.86
3785,61,1017,280.39
3910,65,1016,279.9
3852,65,1016,279.9
3879,61,1016,280.34
3894,65,1017,281.36
3792,65,1017,281.77
3769,61,1016,283.58
3805,75,1016,283.8
3800,66,1017,283.98
3732,61,1016,284.37
3737,57,1016,284.95
3713,57,1016,285.37
3697,57,1016,285.56
3403,54,1016,286.35
3251,44,1016,287.15
3171,54,1016,286.37
3163,62,1016,285.37
3157,66,1017,283.95
3167,62,1017,283.9
3232,66,1017,282.9
3328,62,1017,282.11
3305,66,1016,281.37
3433,76,1016,280.63
3534,70,1016,279.35
3603,81,1016,279.11
3710,87,1016,278.35
3697,87,1016,278.86
3650,71,1016,280.53
3693,71,1016,282.54
3677,71,1016,284.14
3642,76,1016,284.57
3543,76,1016,285.38
3457,58,1015,287.15
3475,62,1015,287.15
3461,81,1015,286.37
3484,81,1014,285.96
3608,62,1014,286.38
3647,58,1013,285.9
3418,76,1014,285.98
3562,66,1014,284.78
3534,71,1013,284.12
3483,81,1013,284.12
3433,81,1013,284.91
3493,81,1013,284.67
3531,76,1013,284.4
3610,81,1013,284.42
3651,71,1012,284.4
3534,81,1012,283.66
3709,76,1012,283.63
3739,81,1012,282.89
3704,81,1012,283.14
3702,81,1012,282.75
3758,81,1012,283.16
3767,81,1012,284.37
3775,76,1012,284.76
3849,81,1012,285.76
3752,62,1011,286.36
3725,62,1011,286.37
3868,76,1010,286.79
3835,82,1009,287.17
3588,81,1009,288.21
3494,87,1009,287.11
3429,87,1009,286.45
3505,87,1009,285.99
3380,87,1009,284.35
3375,87,1009,283.78
3447,87,1009,283.15
3513,93,1008,282.41
3529,100,1008,281.66
3617,100,1008,280.89
3748,93,1007,281.15
3748,93,1007,280.17
3724,93,1007,280.12
3782,100,1006,279.71
3780,93,1007,279.62
3756,100,1007,281.54
3812,87,1007,282.74
3888,87,1007,284.8
3967,81,1006,286.78
4150,51,1005,288.32
4291,54,1005,288.78
4258,42,1005,289.14
4348,54,1006,288.19
4324,71,1007,286.43
4002,66,1007,287.19
3932,47,1008,287.34
3560,50,1008,286.96
3426,58,1009,285.55
3481,62,1010,284.55
3441,62,1011,283.94
3507,62,1012,284.14
3646,62,1012,283.88
3671,62,1013,283.9
3788,62,1013,283.16
3784,66,1013,282.41
3778,70,1013,281.39
3779,70,1013,281.39
3929,66,1014,281.14
3859,66,1014,280.9
3858,66,1015,281.76
3847,66,1015,283.15
3872,58,1015,284.55
3912,58,1015,286.15
3960,51,1015,287.33
3958,51,1015,288.54
3890,51,1015,289.74
3847,45,1015,291.15
4072,48,1015,291.15
3886,42,1015,291.95
3604,37,1014,291.95
3505,39,1015,292.15
3508,42,1015,290.95
3534,42,1015,289.53
3550,48,1016,287.92
3587,48,1016,287.12
3641,54,1016,285.88
3701,71,1016,284.4
3892,66,1016,284.39
3859,58,1016,284.88
3947,71,1016,283.66
4035,76,1016,282.64
3987,81,1016,282.13
3987,81,1017,281.86
3954,87,1018,282.54
3945,76,1017,284.35
3974,81,1018,285.38
4206,81,1017,285.94
4198,58,1017,286.76
4202,93,1018,286.4
3990,58,1017,286.78
3969,72,1016,286.75
3895,76,1016,287.57
3780,62,1015,289.19
3784,54,1013,289.6
3531,71,1013,289.62
3488,62,1012,290.23
3489,76,1012,287.78
3497,71,1012,286.75
3638,62,1012,285.91
3702,66,1011,285.42
3682,66,1011,285.41
3857,71,1010,285.41
4117,71,1010,284.92
4211,76,1009,284.17
4167,81,1009,283.4
4168,93,1010,282.4
4134,93,1010,282.4
4213,87,1011,286.25
4254,81,1011,289.03
4177,76,1012,291.62
4250,72,1011,294.8
4237,77,1010,296.59
4124,72,1009,297.98
4162,77,1009,298.2
4076,72,1009,298.8
3996,68,1009,299.59
3750,68,1009,300.2
3625,64,1008,300
3601,64,1009,300.21
3486,63,1008,299.61
3492,67,1008,298.4
3528,72,1008,296.17
3507,72,1008,295.16
3562,72,1008,294.4
3644,72,1008,293.63
3728,77,1008,293.12
3849,77,1008,292.61
3915,77,1008,292.39
3925,77,1008,292.64
3924,82,1008,291.91
3940,77,1008,291.92
4048,82,1009,292.4
4020,77,1008,294.4
4059,72,1008,295.79
4145,77,1008,297.02
4180,72,1007,298.18
4060,72,1007,299
3993,40,1007,299.18
3924,72,1006,299.4
3959,63,1006,300.2
3797,60,1005,300
3649,39,1005,299.77
3590,68,1004,297.31
3590,57,1005,297.2
3600,83,1006,296.99
3579,57,1007,296.56
3564,56,1007,294.11
3574,56,1008,292.6
3703,60,1009,291.58
3739,68,1009,290.36
3997,68,1011,290.11
4005,82,1011,288.89
3981,76,1012,286.67
3897,76,1014,284.51
3889,76,1015,283.12
3824,71,1016,283.17
4074,87,1016,282.8
3950,81,1018,283.02
3976,66,1018,283.37
4012,66,1018,284.14
3881,71,1020,284.17
3896,71,1020,284.37
3882,62,1020,285.56
3809,62,1020,286.36
3734,62,1021,286.95
3634,54,1020,287.35
3630,81,1020,286.39
3605,87,1020,286.37
3591,76,1021,285.77
3602,50,1022,285.75
3571,47,1022,284.9
3573,47,1023,284.65
3590,47,1023,284.65
3635,47,1023,283.89
3708,60,1023,283.38
3763,43,1024,282.63
3842,46,1025,281.63
3822,61,1025,281.12
3797,67,1026,280.12
3762,67,1027,281.15
3762,57,1028,282.16
3822,61,1028,282.97
3870,61,1028,284.58
3789,57,1028,285.18
3755,62,1028,285.78
3754,66,1028,285.78
3658,66,1028,286.17
3650,62,1028,287.18
3639,58,1027,287.78
3529,57,1026,287.58
3544,62,1026,287.18
3562,62,1025,286.78
3575,57,1025,286.18
3623,62,1024,285.97
3600,66,1024,285.49
3548,43,1024,285.92
3541,66,1023,285.69
3553,47,1023,285.62
3644,57,1023,285.41
3738,62,1022,285.43
3650,66,1021,285.19
3702,71,1021,284.68
3652,66,1020,284.7
3687,81,1021,285.38
3605,87,1020,284.78
3710,81,1020,284.56
3668,87,1019,284.81
3660,81,1019,285.62
3625,81,1019,285.82
3618,87,1018,286.41
3577,93,1018,286.65
3625,93,1017,285.56
3718,93,1016,285.17
3632,93,1015,285.18
3594,93,1015,285.17
3553,100,1015,285.15
3612,100,1014,286.02
3568,100,1014,286.21
3615,100,1014,285.65
3624,100,1013,285.14
3471,100,1013,285.16
3558,100,1013,284.66
3615,93,1012,284.35
3612,93,1013,284.61
3563,100,1013,284.39
3577,100,1013,284.67
3610,93,1013,284.61
3799,100,1013,285.36
3961,93,1013,285.98
3988,93,1013,286.65
4097,77,1013,287.41
4112,82,1013,288.62
4012,76,1013,288.38
3769,58,1014,287.96
3649,71,1013,288.17
3586,66,1013,288.18
3633,67,1013,288.57
3553,66,1013,288.77
3478,59,1013,289.35
3501,51,1013,289.11
3458,76,1014,287.75
3572,81,1014,286.15
3598,87,1015,285.14
3542,87,1015,284.63
3690,93,1014,283.42
3785,93,1013,282.68
3938,93,1014,281.94
4044,87,1014,281.41
3894,93,1013,280.87
4183,87,1013,281.1
3849,100,1013,281.42
3950,93,1013,283.37
4112,87,1013,284.77
3900,81,1012,287.37
3996,76,1012,290.17
4013,71,1012,290.38
3809,77,1012,291.77
3805,67,1011,292.97
3792,72,1010,293.39
3816,67,1009,293.86
3886,76,1008,293.56
3731,76,1008,293.04
3751,72,1008,292.47
3612,72,1008,291.78
3562,82,1008,290.78
3563,76,1007,289.96
3516,76,1008,289.43
3557,87,1008,289.19
3606,76,1007,287.91
3715,76,1007,287.15
3657,72,1006,286.87
3726,71,1006,286.62
3755,67,1006,286.36
3750,67,1005,286.37
3619,67,1005,285.86
3745,72,1006,286.73
3748,67,1005,288.32
3674,67,1005,289.56
3809,72,1006,291.41
3802,76,1006,292.01
3686,63,1005,292.57
3747,67,1004,293.36
3896,63,1004,293.36
3684,63,1004,293.77
3678,63,1004,293.77
3583,59,1003,293.78
3502,55,1003,293.16
3543,63,1003,292.61
3526,67,1003,291.82
3518,71,1003,291.19
3521,81,1003,290.68
3589,76,1003,290.51
3681,76,1003,289.22
3863,81,1003,288.24
3876,87,1003,287.73
3786,93,1003,286.93
3756,93,1002,286.15
3651,93,1002,285.91
3632,100,1002,285.7
3783,93,1002,286.18
3739,100,1002,285.81
3833,100,1002,285.61
3865,93,1002,285.79
3863,93,1001,285.59
3661,93,1001,284.98
3738,93,1000,284.98
3702,93,1000,284.97
3747,100,999,285
3715,100,999,284.77
3569,93,999,285
3634,93,999,285.39
3701,93,999,285.61
3570,100,1000,285.8
3555,100,1000,285.59
3532,100,1000,285.19
3652,100,1000,285.2
3727,100,1001,285.44
3954,100,1001,285.44
3854,100,1001,285.45
3877,100,1001,285.7
3996,100,1002,285.68
3953,93,1002,285.65
3897,100,1003,285.92
3958,93,1004,286.5
3887,87,1004,286.5
3847,77,1005,287.68
3895,82,1006,288.75
3978,72,1006,289.54
3898,82,1006,289.96
3945,87,1006,290.19
3932,63,1007,289.34
3867,72,1007,290.11
3738,72,1007,290.74
3703,77,1008,290.38
3525,77,1008,289.95
3473,82,1009,289.57
3481,82,1010,288.56
3554,87,1010,288.94
3649,82,1011,288.39
3621,93,1011,287.42
3560,93,1011,287.15
3829,93,1011,287.15
4014,93,1012,286.14
3904,93,1012,286.14
4014,93,1012,286.64
